changedFrames,fingerprint,iterations,medianUs,mode,p95Us,pair,phase_build,phase_coverage,phase_layout,phase_paint,phase_semanticDiff,phase_semanticEncode,phase_semanticTree,phase_semantics,scenario,surface,variant
160,251641503,160,134,reverse,170,2,61,0,4,42,0,0,0,0,board-64-keyed-false,terminal,base
160,251641503,160,643,replace-subtree,811,2,552,0,7,46,0,0,0,0,board-64-keyed-false,terminal,base
160,251641503,160,153,one-label,177,2,84,0,0,41,0,0,0,0,board-64-keyed-true,terminal,base
160,251641503,160,179,all-labels,200,2,114,0,0,39,0,0,0,0,board-64-keyed-true,terminal,base
160,251641503,160,167,reverse,197,2,93,0,2,43,0,0,0,0,board-64-keyed-true,terminal,base
160,251641503,160,675,replace-subtree,956,2,600,0,7,45,0,0,0,0,board-64-keyed-true,terminal,base
160,251641503,160,233,one-label,330,2,76,0,0,134,0,0,0,0,board-256-keyed-false,terminal,base
160,251641503,160,389,all-labels,505,2,224,0,0,138,0,0,0,0,board-256-keyed-false,terminal,base
160,251641503,160,433,reverse,547,2,232,0,24,142,0,0,0,0,board-256-keyed-false,terminal,base
160,251641503,160,7182,replace-subtree,7858,2,6923,0,43,161,0,0,0,0,board-256-keyed-false,terminal,base
160,251641503,160,471,one-label,706,2,310,0,0,130,0,0,0,0,board-256-keyed-true,terminal,base
160,251641503,160,643,all-labels,913,2,472,0,0,140,0,0,0,0,board-256-keyed-true,terminal,base
160,251641503,160,536,reverse,738,2,349,0,8,134,0,0,0,0,board-256-keyed-true,terminal,base
160,251641503,160,7459,replace-subtree,8321,2,7187,0,42,163,0,0,0,0,board-256-keyed-true,terminal,base
160,,160,533,mount-first-frame,737,2,,,,,,,,,dashboard,terminal,candidate
160,,160,194,mount-first-frame,241,2,,,,,,,,,agent,terminal,candidate
160,,160,394,mount-first-frame,586,2,,,,,,,,,files,terminal,candidate
160,,160,204,mount-first-frame,325,2,,,,,,,,,editor,terminal,candidate
160,,160,696,mount-first-frame,872,2,,,,,,,,,finance,terminal,candidate
160,1359462507,160,35,one-label,40,2,6,0,0,7,0,0,0,0,board-16-keyed-false,terminal,candidate
160,1359462507,160,44,all-labels,54,2,15,0,0,7,0,0,0,0,board-16-keyed-false,terminal,candidate
160,1359462507,160,45,reverse,54,2,15,0,1,8,0,0,0,0,board-16-keyed-false,terminal,candidate
160,1359462507,160,89,replace-subtree,96,2,46,0,1,8,0,0,0,0,board-16-keyed-false,terminal,candidate
160,1359462507,160,44,one-label,45,2,19,0,0,6,0,0,0,0,board-16-keyed-true,terminal,candidate
160,1359462507,160,52,all-labels,61,2,26,0,0,7,0,0,0,0,board-16-keyed-true,terminal,candidate
160,1359462507,160,52,reverse,62,2,22,0,0,7,0,0,0,0,board-16-keyed-true,terminal,candidate
160,1359462507,160,115,replace-subtree,138,2,67,0,1,9,0,0,0,0,board-16-keyed-true,terminal,candidate
160,251641503,160,87,one-label,102,2,20,0,0,41,0,0,0,0,board-64-keyed-false,terminal,candidate
160,251641503,160,120,all-labels,132,2,56,0,0,39,0,0,0,0,board-64-keyed-false,terminal,candidate
160,251641503,160,125,reverse,141,2,57,0,3,40,0,0,0,0,board-64-keyed-false,terminal,candidate
160,251641503,160,339,replace-subtree,531,2,257,0,6,45,0,0,0,0,board-64-keyed-false,terminal,candidate
160,251641503,160,143,one-label,185,2,79,0,0,38,0,0,0,0,board-64-keyed-true,terminal,candidate
160,251641503,160,168,all-labels,206,2,108,0,0,37,0,0,0,0,board-64-keyed-true,terminal,candidate
160,251641503,160,164,reverse,202,2,90,0,2,42,0,0,0,0,board-64-keyed-true,terminal,candidate
160,251641503,160,393,replace-subtree,559,2,315,0,6,45,0,0,0,0,board-64-keyed-true,terminal,candidate
160,251641503,160,243,one-label,315,2,76,0,0,141,0,0,0,0,board-256-keyed-false,terminal,candidate
160,251641503,160,381,all-labels,469,2,217,0,0,134,0,0,0,0,board-256-keyed-false,terminal,candidate
160,251641503,160,473,reverse,554,2,250,0,25,154,0,0,0,0,board-256-keyed-false,terminal,candidate
160,251641503,160,2373,replace-subtree,2897,2,2145,0,29,158,0,0,0,0,board-256-keyed-false,terminal,candidate
160,251641503,160,472,one-label,624,2,315,0,0,132,0,0,0,0,board-256-keyed-true,terminal,candidate
160,251641503,160,624,all-labels,933,2,458,0,0,138,0,0,0,0,board-256-keyed-true,terminal,candidate
