scenario,mode,iterations,medianUs,p95Us,changedFrames,surface,fingerprint,pair,version,phasesUs
board-256-keyed-true,replace-subtree,300,4700,5705,300,structured,251641503,1,candidate,"{""build"": 2440, ""coverage"": 57, ""layout"": 26, ""paint"": 152, ""semanticDiff"": 95, ""semanticEncode"": 1243, ""semanticTree"": 395, ""semantics"": 1817}"
board-16-keyed-false,one-label,300,121,204,300,structured,1359462507,1,base,"{""build"": 5, ""coverage"": 12, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 4, ""semanticEncode"": 5, ""semanticTree"": 60, ""semantics"": 82}"
board-16-keyed-false,all-labels,300,285,380,300,structured,1359462507,1,base,"{""build"": 14, ""coverage"": 24, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 67, ""semanticTree"": 62, ""semantics"": 161}"
board-16-keyed-false,reverse,300,287,381,300,structured,1359462507,1,base,"{""build"": 15, ""coverage"": 24, ""layout"": 1, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 68, ""semanticTree"": 62, ""semantics"": 161}"
board-16-keyed-false,replace-subtree,300,369,477,300,structured,1359462507,1,base,"{""build"": 45, ""coverage"": 24, ""layout"": 1, ""paint"": 8, ""semanticDiff"": 5, ""semanticEncode"": 105, ""semanticTree"": 63, ""semantics"": 201}"
board-16-keyed-true,one-label,300,106,143,300,structured,1359462507,1,base,"{""build"": 20, ""coverage"": 12, ""layout"": 0, ""paint"": 6, ""semanticDiff"": 4, ""semanticEncode"": 4, ""semanticTree"": 31, ""semantics"": 53}"
board-16-keyed-true,all-labels,300,250,317,300,structured,1359462507,1,base,"{""build"": 28, ""coverage"": 24, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 56, ""semanticTree"": 31, ""semantics"": 117}"
board-16-keyed-true,reverse,300,266,337,300,structured,1359462507,1,base,"{""build"": 21, ""coverage"": 24, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 74, ""semanticTree"": 31, ""semantics"": 137}"
board-16-keyed-true,replace-subtree,300,317,442,300,structured,1359462507,1,base,"{""build"": 58, ""coverage"": 24, ""layout"": 1, ""paint"": 8, ""semanticDiff"": 5, ""semanticEncode"": 78, ""semanticTree"": 33, ""semantics"": 141}"
board-64-keyed-false,one-label,300,367,475,300,structured,251641503,1,base,"{""build"": 19, ""coverage"": 15, ""layout"": 0, ""paint"": 38, ""semanticDiff"": 17, ""semanticEncode"": 5, ""semanticTree"": 238, ""semantics"": 279}"
board-64-keyed-false,all-labels,300,886,1112,300,structured,251641503,1,base,"{""build"": 54, ""coverage"": 47, ""layout"": 0, ""paint"": 38, ""semanticDiff"": 21, ""semanticEncode"": 257, ""semanticTree"": 243, ""semantics"": 572}"
board-64-keyed-false,reverse,300,903,1093,300,structured,251641503,1,base,"{""build"": 57, ""coverage"": 46, ""layout"": 3, ""paint"": 40, ""semanticDiff"": 21, ""semanticEncode"": 258, ""semanticTree"": 244, ""semantics"": 577}"
board-64-keyed-false,replace-subtree,300,1260,1522,300,structured,251641503,1,base,"{""build"": 245, ""coverage"": 46, ""layout"": 5, ""paint"": 43, ""semanticDiff"": 21, ""semanticEncode"": 412, ""semanticTree"": 247, ""semantics"": 737}"
board-64-keyed-true,one-label,300,305,406,300,structured,251641503,1,base,"{""build"": 79, ""coverage"": 16, ""layout"": 0, ""paint"": 37, ""semanticDiff"": 17, ""semanticEncode"": 4, ""semanticTree"": 117, ""semantics"": 158}"
board-64-keyed-true,all-labels,300,774,987,300,structured,251641503,1,base,"{""build"": 113, ""coverage"": 47, ""layout"": 0, ""paint"": 38, ""semanticDiff"": 20, ""semanticEncode"": 210, ""semanticTree"": 122, ""semantics"": 403}"
board-64-keyed-true,reverse,300,799,977,300,structured,251641503,1,base,"{""build"": 85, ""coverage"": 46, ""layout"": 2, ""paint"": 39, ""semanticDiff"": 22, ""semanticEncode"": 258, ""semanticTree"": 122, ""semantics"": 451}"
board-64-keyed-true,replace-subtree,300,1072,1382,300,structured,251641503,1,base,"{""build"": 302, ""coverage"": 47, ""layout"": 5, ""paint"": 43, ""semanticDiff"": 21, ""semanticEncode"": 301, ""semanticTree"": 129, ""semantics"": 500}"
board-256-keyed-false,one-label,300,1314,1548,300,structured,251641503,1,base,"{""build"": 74, ""coverage"": 25, ""layout"": 0, ""paint"": 132, ""semanticDiff"": 70, ""semanticEncode"": 6, ""semanticTree"": 942, ""semantics"": 1053}"
board-256-keyed-false,all-labels,300,2889,3332,300,structured,251641503,1,base,"{""build"": 233, ""coverage"": 58, ""layout"": 0, ""paint"": 138, ""semanticDiff"": 98, ""semanticEncode"": 1059, ""semanticTree"": 983, ""semantics"": 2277}"
board-256-keyed-false,reverse,300,2960,3457,300,structured,251641503,1,base,"{""build"": 249, ""coverage"": 58, ""layout"": 25, ""paint"": 143, ""semanticDiff"": 101, ""semanticEncode"": 1084, ""semanticTree"": 999, ""semantics"": 2295}"
board-256-keyed-false,replace-subtree,300,5711,6612,300,structured,251641503,1,base,"{""build"": 2175, ""coverage"": 58, ""layout"": 27, ""paint"": 155, ""semanticDiff"": 101, ""semanticEncode"": 1866, ""semanticTree"": 1001, ""semantics"": 3064}"
board-256-keyed-true,one-label,300,1034,1408,300,structured,251641503,1,base,"{""build"": 301, ""coverage"": 25, ""layout"": 0, ""paint"": 127, ""semanticDiff"": 67, ""semanticEncode"": 5, ""semanticTree"": 466, ""semantics"": 565}"
board-256-keyed-true,all-labels,300,2381,3406,300,structured,251641503,1,base,"{""build"": 466, ""coverage"": 58, ""layout"": 0, ""paint"": 137, ""semanticDiff"": 89, ""semanticEncode"": 816, ""semanticTree"": 498, ""semantics"": 1520}"
board-256-keyed-true,reverse,300,1783,2296,300,structured,251641503,1,base,"{""build"": 338, ""coverage"": 57, ""layout"": 9, ""paint"": 133, ""semanticDiff"": 75, ""semanticEncode"": 444, ""semanticTree"": 478, ""semantics"": 1058}"
board-256-keyed-true,replace-subtree,300,4870,5770,300,structured,251641503,1,base,"{""build"": 2431, ""coverage"": 57, ""layout"": 27, ""paint"": 152, ""semanticDiff"": 97, ""semanticEncode"": 1252, ""semanticTree"": 523, ""semantics"": 1968}"
board-16-keyed-false,one-label,300,121,198,300,structured,1359462507,2,base,"{""build"": 5, ""coverage"": 12, ""layout"": 0, ""paint"": 6, ""semanticDiff"": 4, ""semanticEncode"": 5, ""semanticTree"": 59, ""semantics"": 82}"
board-16-keyed-false,all-labels,300,286,374,300,structured,1359462507,2,base,"{""build"": 14, ""coverage"": 24, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 67, ""semanticTree"": 62, ""semantics"": 162}"
board-16-keyed-false,reverse,300,291,389,300,structured,1359462507,2,base,"{""build"": 15, ""coverage"": 24, ""layout"": 1, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 68, ""semanticTree"": 62, ""semantics"": 163}"
board-16-keyed-false,replace-subtree,300,376,509,300,structured,1359462507,2,base,"{""build"": 47, ""coverage"": 24, ""layout"": 1, ""paint"": 8, ""semanticDiff"": 5, ""semanticEncode"": 106, ""semanticTree"": 64, ""semantics"": 204}"
board-16-keyed-true,one-label,300,103,137,300,structured,1359462507,2,base,"{""build"": 19, ""coverage"": 12, ""layout"": 0, ""paint"": 6, ""semanticDiff"": 4, ""semanticEncode"": 4, ""semanticTree"": 30, ""semantics"": 52}"
board-16-keyed-true,all-labels,300,249,313,300,structured,1359462507,2,base,"{""build"": 27, ""coverage"": 24, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 55, ""semanticTree"": 31, ""semantics"": 116}"
board-16-keyed-true,reverse,300,266,345,300,structured,1359462507,2,base,"{""build"": 21, ""coverage"": 24, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 75, ""semanticTree"": 31, ""semantics"": 137}"
board-16-keyed-true,replace-subtree,300,315,408,300,structured,1359462507,2,base,"{""build"": 58, ""coverage"": 24, ""layout"": 1, ""paint"": 8, ""semanticDiff"": 5, ""semanticEncode"": 78, ""semanticTree"": 33, ""semantics"": 141}"
board-64-keyed-false,one-label,300,365,480,300,structured,251641503,2,base,"{""build"": 19, ""coverage"": 15, ""layout"": 0, ""paint"": 37, ""semanticDiff"": 17, ""semanticEncode"": 5, ""semanticTree"": 237, ""semantics"": 276}"
board-64-keyed-false,all-labels,300,883,1078,300,structured,251641503,2,base,"{""build"": 55, ""coverage"": 47, ""layout"": 0, ""paint"": 38, ""semanticDiff"": 20, ""semanticEncode"": 255, ""semanticTree"": 241, ""semantics"": 568}"
board-64-keyed-false,reverse,300,884,1099,300,structured,251641503,2,base,"{""build"": 56, ""coverage"": 46, ""layout"": 3, ""paint"": 39, ""semanticDiff"": 20, ""semanticEncode"": 255, ""semanticTree"": 240, ""semantics"": 565}"
board-64-keyed-false,replace-subtree,300,1255,1524,300,structured,251641503,2,base,"{""build"": 243, ""coverage"": 46, ""layout"": 5, ""paint"": 43, ""semanticDiff"": 21, ""semanticEncode"": 410, ""semanticTree"": 248, ""semantics"": 733}"
board-64-keyed-true,one-label,300,303,408,300,structured,251641503,2,base,"{""build"": 76, ""coverage"": 16, ""layout"": 0, ""paint"": 36, ""semanticDiff"": 17, ""semanticEncode"": 4, ""semanticTree"": 118, ""semantics"": 158}"
board-64-keyed-true,all-labels,300,765,956,300,structured,251641503,2,base,"{""build"": 111, ""coverage"": 47, ""layout"": 0, ""paint"": 38, ""semanticDiff"": 20, ""semanticEncode"": 208, ""semanticTree"": 122, ""semantics"": 399}"
board-64-keyed-true,reverse,300,781,993,300,structured,251641503,2,base,"{""build"": 83, ""coverage"": 47, ""layout"": 2, ""paint"": 38, ""semanticDiff"": 21, ""semanticEncode"": 252, ""semanticTree"": 119, ""semantics"": 442}"
board-64-keyed-true,replace-subtree,300,1085,1372,300,structured,251641503,2,base,"{""build"": 305, ""coverage"": 47, ""layout"": 5, ""paint"": 43, ""semanticDiff"": 21, ""semanticEncode"": 295, ""semanticTree"": 127, ""semantics"": 494}"
board-256-keyed-false,one-label,300,1287,1495,300,structured,251641503,2,base,"{""build"": 73, ""coverage"": 25, ""layout"": 0, ""paint"": 129, ""semanticDiff"": 67, ""semanticEncode"": 6, ""semanticTree"": 936, ""semantics"": 1040}"
board-256-keyed-false,all-labels,300,2895,3245,300,structured,251641503,2,base,"{""build"": 236, ""coverage"": 60, ""layout"": 0, ""paint"": 138, ""semanticDiff"": 94, ""semanticEncode"": 1065, ""semanticTree"": 995, ""semantics"": 2281}"
board-256-keyed-false,reverse,300,2925,3384,300,structured,251641503,2,base,"{""build"": 242, ""coverage"": 59, ""layout"": 24, ""paint"": 143, ""semanticDiff"": 97, ""semanticEncode"": 1072, ""semanticTree"": 987, ""semantics"": 2265}"
board-256-keyed-false,replace-subtree,300,5669,6516,300,structured,251641503,2,base,"{""build"": 2154, ""coverage"": 59, ""layout"": 26, ""paint"": 152, ""semanticDiff"": 100, ""semanticEncode"": 1843, ""semanticTree"": 1002, ""semantics"": 3056}"
board-256-keyed-true,one-label,300,1042,1441,300,structured,251641503,2,base,"{""build"": 309, ""coverage"": 25, ""layout"": 0, ""paint"": 126, ""semanticDiff"": 69, ""semanticEncode"": 5, ""semanticTree"": 470, ""semantics"": 571}"
board-256-keyed-true,all-labels,300,2378,2813,300,structured,251641503,2,base,"{""build"": 473, ""coverage"": 58, ""layout"": 0, ""paint"": 137, ""semanticDiff"": 91, ""semanticEncode"": 819, ""semanticTree"": 509, ""semantics"": 1518}"
board-256-keyed-true,reverse,300,1832,2232,300,structured,251641503,2,base,"{""build"": 347, ""coverage"": 57, ""layout"": 9, ""paint"": 135, ""semanticDiff"": 77, ""semanticEncode"": 446, ""semanticTree"": 479, ""semantics"": 1079}"
board-256-keyed-true,replace-subtree,300,4900,5722,300,structured,251641503,2,base,"{""build"": 2484, ""coverage"": 58, ""layout"": 27, ""paint"": 153, ""semanticDiff"": 98, ""semanticEncode"": 1247, ""semanticTree"": 525, ""semantics"": 1969}"
board-16-keyed-false,one-label,300,88,155,300,structured,1359462507,2,candidate,"{""build"": 5, ""coverage"": 12, ""layout"": 0, ""paint"": 6, ""semanticDiff"": 4, ""semanticEncode"": 5, ""semanticTree"": 27, ""semantics"": 49}"
board-16-keyed-false,all-labels,300,250,339,300,structured,1359462507,2,candidate,"{""build"": 14, ""coverage"": 24, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 66, ""semanticTree"": 29, ""semantics"": 127}"
board-16-keyed-false,reverse,300,254,349,300,structured,1359462507,2,candidate,"{""build"": 15, ""coverage"": 24, ""layout"": 1, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 67, ""semanticTree"": 29, ""semantics"": 128}"
board-16-keyed-false,replace-subtree,300,337,446,300,structured,1359462507,2,candidate,"{""build"": 45, ""coverage"": 24, ""layout"": 1, ""paint"": 8, ""semanticDiff"": 5, ""semanticEncode"": 104, ""semanticTree"": 32, ""semantics"": 168}"
board-16-keyed-true,one-label,300,100,130,300,structured,1359462507,2,candidate,"{""build"": 20, ""coverage"": 12, ""layout"": 0, ""paint"": 6, ""semanticDiff"": 4, ""semanticEncode"": 4, ""semanticTree"": 25, ""semantics"": 47}"
board-16-keyed-true,all-labels,300,242,324,300,structured,1359462507,2,candidate,"{""build"": 28, ""coverage"": 23, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 55, ""semanticTree"": 25, ""semantics"": 110}"
board-16-keyed-true,reverse,300,256,318,300,structured,1359462507,2,candidate,"{""build"": 21, ""coverage"": 23, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 74, ""semanticTree"": 25, ""semantics"": 129}"
board-16-keyed-true,replace-subtree,300,311,430,300,structured,1359462507,2,candidate,"{""build"": 59, ""coverage"": 23, ""layout"": 1, ""paint"": 8, ""semanticDiff"": 5, ""semanticEncode"": 77, ""semanticTree"": 28, ""semantics"": 134}"
board-64-keyed-false,one-label,300,211,299,300,structured,251641503,2,candidate,"{""build"": 18, ""coverage"": 15, ""layout"": 0, ""paint"": 37, ""semanticDiff"": 17, ""semanticEncode"": 5, ""semanticTree"": 87, ""semantics"": 126}"
board-64-keyed-false,all-labels,300,739,902,300,structured,251641503,2,candidate,"{""build"": 55, ""coverage"": 46, ""layout"": 0, ""paint"": 38, ""semanticDiff"": 21, ""semanticEncode"": 255, ""semanticTree"": 97, ""semantics"": 425}"
board-64-keyed-false,reverse,300,730,931,300,structured,251641503,2,candidate,"{""build"": 55, ""coverage"": 45, ""layout"": 3, ""paint"": 39, ""semanticDiff"": 20, ""semanticEncode"": 252, ""semanticTree"": 95, ""semantics"": 417}"
board-64-keyed-false,replace-subtree,300,1097,1365,300,structured,251641503,2,candidate,"{""build"": 243, ""coverage"": 45, ""layout"": 5, ""paint"": 43, ""semanticDiff"": 21, ""semanticEncode"": 404, ""semanticTree"": 114, ""semantics"": 588}"
board-64-keyed-true,one-label,300,259,346,300,structured,251641503,2,candidate,"{""build"": 77, ""coverage"": 15, ""layout"": 0, ""paint"": 37, ""semanticDiff"": 17, ""semanticEncode"": 4, ""semanticTree"": 77, ""semantics"": 116}"
board-64-keyed-true,all-labels,300,727,914,300,structured,251641503,2,candidate,"{""build"": 112, ""coverage"": 45, ""layout"": 0, ""paint"": 38, ""semanticDiff"": 20, ""semanticEncode"": 208, ""semanticTree"": 81, ""semantics"": 358}"
board-64-keyed-true,reverse,300,763,957,300,structured,251641503,2,candidate,"{""build"": 87, ""coverage"": 45, ""layout"": 2, ""paint"": 39, ""semanticDiff"": 22, ""semanticEncode"": 258, ""semanticTree"": 82, ""semantics"": 413}"
board-64-keyed-true,replace-subtree,300,1040,1351,300,structured,251641503,2,candidate,"{""build"": 306, ""coverage"": 46, ""layout"": 5, ""paint"": 43, ""semanticDiff"": 21, ""semanticEncode"": 297, ""semanticTree"": 99, ""semantics"": 464}"
board-256-keyed-false,one-label,300,692,1043,300,structured,251641503,2,candidate,"{""build"": 74, ""coverage"": 25, ""layout"": 0, ""paint"": 134, ""semanticDiff"": 68, ""semanticEncode"": 6, ""semanticTree"": 346, ""semantics"": 447}"
board-256-keyed-false,all-labels,300,2183,2533,300,structured,251641503,2,candidate,"{""build"": 226, ""coverage"": 56, ""layout"": 0, ""paint"": 135, ""semanticDiff"": 91, ""semanticEncode"": 1032, ""semanticTree"": 371, ""semantics"": 1582}"
board-256-keyed-false,reverse,300,2210,2557,300,structured,251641503,2,candidate,"{""build"": 227, ""coverage"": 56, ""layout"": 24, ""paint"": 139, ""semanticDiff"": 91, ""semanticEncode"": 1030, ""semanticTree"": 370, ""semantics"": 1572}"
board-256-keyed-false,replace-subtree,300,4952,5485,300,structured,251641503,2,candidate,"{""build"": 2089, ""coverage"": 57, ""layout"": 28, ""paint"": 153, ""semanticDiff"": 95, ""semanticEncode"": 1810, ""semanticTree"": 462, ""semantics"": 2430}"
board-256-keyed-true,one-label,300,881,1109,300,structured,251641503,2,candidate,"{""build"": 310, ""coverage"": 25, ""layout"": 0, ""paint"": 128, ""semanticDiff"": 68, ""semanticEncode"": 5, ""semanticTree"": 301, ""semantics"": 404}"
board-256-keyed-true,all-labels,300,2165,2463,300,structured,251641503,2,candidate,"{""build"": 465, ""coverage"": 57, ""layout"": 0, ""paint"": 134, ""semanticDiff"": 89, ""semanticEncode"": 822, ""semanticTree"": 329, ""semantics"": 1321}"
board-256-keyed-true,reverse,300,1656,2069,300,structured,251641503,2,candidate,"{""build"": 350, ""coverage"": 56, ""layout"": 10, ""paint"": 135, ""semanticDiff"": 78, ""semanticEncode"": 448, ""semanticTree"": 311, ""semantics"": 906}"
board-256-keyed-true,replace-subtree,300,4576,5164,300,structured,251641503,2,candidate,"{""build"": 2320, ""coverage"": 57, ""layout"": 28, ""paint"": 153, ""semanticDiff"": 96, ""semanticEncode"": 1243, ""semanticTree"": 393, ""semantics"": 1796}"
