variant,run,kind,policy,wrap,lines,operation,frames,changedFrames,copiedUnits,fingerprint,medianUs,p95Us,dart
base,0,spans,split,True,1000,edit,60,60,0,4091075307,14132,18758,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,0,spans,split,True,1000,resize,60,60,0,4077269935,5825,6346,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,0,spans,split,True,1000,drag,60,60,0,3792511863,141,173,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,0,spans,split,True,1000,copy,60,0,16520,175425013,178,215,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,0,spans,split,True,1000,copy-all,60,0,5040000,1270670549,326,386,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,1,spans,split,True,1000,open,60,60,0,4077269935,11659,13454,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,1,spans,split,True,1000,rebuild-same,60,0,0,4077269935,13620,18445,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,1,spans,split,True,1000,rebuild-equal,60,0,0,4077269935,13696,19126,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,1,spans,split,True,1000,edit,60,60,0,4091075307,13555,19073,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,1,spans,split,True,1000,resize,60,60,0,4077269935,5693,6257,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,1,spans,split,True,1000,drag,60,60,0,3792511863,138,145,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,1,spans,split,True,1000,copy,60,0,16520,175425013,180,222,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,1,spans,split,True,1000,copy-all,60,0,5040000,1270670549,324,361,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
after,0,plain,spec,False,1000,resize,60,60,0,1830451483,87,98,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
after,1,plain,spec,False,1000,resize,60,60,0,1830451483,88,107,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
after,0,plain,spec,False,10000,resize,60,60,0,1830451483,214,249,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
after,1,plain,spec,False,10000,resize,60,60,0,1830451483,213,239,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
after,0,rich,spec,False,1000,resize,60,60,0,3858414627,94,140,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
after,1,rich,spec,False,1000,resize,60,60,0,3858414627,94,108,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
after,0,rich,spec,False,10000,resize,60,60,0,3858414627,107,115,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
after,1,rich,spec,False,10000,resize,60,60,0,3858414627,112,154,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
after,0,spans,spec,False,1000,resize,60,60,0,2232575019,95,113,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
after,1,spans,spec,False,1000,resize,60,60,0,2232575019,95,110,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
after,0,spans,spec,False,10000,resize,60,60,0,2232575019,116,410,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
after,1,spans,spec,False,10000,resize,60,60,0,2232575019,112,214,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,0,plain,spec,False,1000,resize,60,60,0,1830451483,605,734,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,1,plain,spec,False,1000,resize,60,60,0,1830451483,600,732,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,0,plain,spec,False,10000,resize,60,60,0,1830451483,5541,6115,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,1,plain,spec,False,10000,resize,60,60,0,1830451483,5525,6213,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,0,rich,spec,False,1000,resize,60,60,0,3858414627,5728,6396,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,1,rich,spec,False,1000,resize,60,60,0,3858414627,5635,6167,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,0,rich,spec,False,10000,resize,60,60,0,3858414627,66709,72804,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,1,rich,spec,False,10000,resize,60,60,0,3858414627,65351,71008,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,0,spans,spec,False,1000,resize,60,60,0,2232575019,5666,6390,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,1,spans,spec,False,1000,resize,60,60,0,2232575019,5626,6095,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,0,spans,spec,False,10000,resize,60,60,0,2232575019,66054,73851,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
base,1,spans,spec,False,10000,resize,60,60,0,2232575019,64954,71690,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64"""
